CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;28;2;56;36;9;370;42
01:00;24;2;46;31;6;310;34
02:00;10;2;75;52;0;330;10
03:00;10;2;142;103;0;310;10
04:00;12;2;101;74;1;220;12
05:00;19;2;35;22;6;210;27
06:00;21;2;67;46;18;240;47
07:00;19;2;100;71;36;390;73
08:00;;;96;66;;;
09:00;35;5;41;24;30;340;80
10:00;14;4;16;8;3;360;18
11:00;;;12;5;;;
12:00;;;15;7;;;
13:00;10;6;11;4;1;160;11
14:00;9;;18;7;1;120;11
15:00;19;;21;8;3;180;25
16:00;28;17;15;5;4;130;36
17:00;28;15;27;13;3;190;32
18:00;23;9;83;52;1;250;25
19:00;23;5;71;45;1;;24
20:00;32;3;59;36;3;330;36
21:00;45;3;68;44;9;370;58
22:00;;;57;36;;;
23:00;26;2;57;36;4;280;31
