CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.7;16;2;80;60;36;780;71
01:00;0.7;9;4;41;27;1;200;9
02:00;0.7;9;3;36;25;1;170;9
03:00;1.2;11;4;44;28;1;260;13
04:00;5.5;20;5;66;41;8;760;31
05:00;11.8;20;7;69;45;8;760;31
06:00;9.4;17;7;55;35;6;650;26
07:00;6.7;16;8;71;45;8;450;28
08:00;8.8;19;7;106;62;18;620;44
09:00;10.9;18;8;84;51;19;700;46
10:00;10;16;8;63;39;18;660;44
11:00;1.9;17;7;76;49;17;620;42
12:00;5.8;15;6;90;62;12;600;33
13:00;3.3;14;6;101;75;11;540;31
14:00;1.2;11;5;57;39;8;560;22
15:00;1.2;13;8;67;43;7;570;23
16:00;1.2;15;4;55;33;5;340;21
17:00;0.7;14;4;48;33;2;230;17
18:00;0.7;16;4;53;38;4;270;21
19:00;1.2;18;3;55;39;8;280;29
20:00;0.7;16;2;49;34;6;;25
21:00;0.7;17;3;63;46;11;410;34
22:00;1.7;18;2;63;45;18;550;43
23:00;1.7;18;3;75;54;43;690;83
