CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;2;42;24;18;700;61
01:00;24;2;36;21;8;580;36
02:00;17;3;22;15;2;210;19
03:00;15;3;27;17;2;240;17
04:00;15;2;28;19;2;290;17
05:00;15;3;32;22;1;150;17
06:00;17;4;29;19;3;240;20
07:00;22;3;31;19;8;240;33
08:00;20;4;33;20;7;260;31
09:00;18;7;27;17;6;210;28
10:00;18;13;18;10;5;340;25
11:00;18;11;12;5;5;290;25
12:00;17;9;9;4;4;300;22
13:00;16;11;8;4;3;;20
14:00;18;12;8;4;3;390;22
15:00;11;8;8;4;1;250;12
16:00;10;8;7;4;1;210;10
17:00;9;9;8;4;0;250;9
18:00;8;5;12;7;0;280;8
19:00;23;5;42;21;2;440;25
20:00;20;3;35;19;2;540;21
21:00;18;1;36;22;1;390;20
22:00;42;2;52;31;11;470;57
23:00;45;2;51;30;24;510;81
