CZAS;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenki azotu
00:00;43;2;16;65
01:00;33;2;18;61
02:00;;4;;
03:00;;4;;
04:00;;3;;
05:00;;4;;
06:00;;4;;
07:00;;4;;
08:00;;3;;
09:00;;4;;
10:00;;4;;
11:00;;4;;
12:00;;3;;
13:00;;5;;
14:00;;5;;
15:00;;3;;
16:00;33;3;16;57
17:00;26;3;14;47
18:00;27;4;14;48
19:00;35;3;18;62
20:00;39;3;15;62
21:00;44;3;16;68
22:00;45;2;22;78
23:00;43;2;25;82
