CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;13;3;20;0;300;13
01:00;0.5;8;2;12;1;230;9
02:00;0.5;26;2;27;4;380;31
03:00;0.4;20;2;23;3;290;25
04:00;0.4;14;4;22;1;260;16
05:00;0.4;15;2;19;1;280;17
06:00;0.4;20;3;25;2;310;23
07:00;0.4;23;3;19;7;370;33
08:00;0.4;21;2;40;7;390;31
09:00;0.4;22;3;36;6;400;31
10:00;0.4;22;2;17;9;470;35
11:00;1;31;3;21;12;;50
12:00;1;39;3;26;18;640;66
13:00;1.5;46;3;32;23;640;82
14:00;1.4;42;3;46;18;700;70
15:00;1.5;43;3;23;18;810;71
16:00;2;34;3;30;14;630;56
17:00;1.1;27;2;13;10;490;43
18:00;1;22;3;8;7;390;32
19:00;0.7;25;2;15;8;440;38
20:00;1;26;2;7;5;470;33
21:00;1;28;3;4;15;580;52
22:00;1.4;28;2;23;25;690;67
23:00;1.1;24;3;19;29;750;69
