CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;14;19;37;26;2;700;18
01:00;18;40;52;35;3;800;23
02:00;17;37;45;30;3;940;22
03:00;16;31;38;26;3;980;20
04:00;15;22;35;26;3;400;19
05:00;12;17;29;21;3;290;17
06:00;12;15;28;20;3;320;16
07:00;15;16;31;21;3;410;19
08:00;15;21;34;22;3;750;20
09:00;17;25;37;24;4;820;22
10:00;16;28;36;25;4;550;22
11:00;15;22;38;27;5;490;22
12:00;14;21;37;26;5;500;22
13:00;16;24;39;27;5;550;24
14:00;17;21;43;28;5;510;25
15:00;20;20;46;30;6;590;27
16:00;21;20;43;29;4;550;27
17:00;32;25;58;38;5;490;38
18:00;26;28;47;31;3;520;30
19:00;18;22;42;30;3;1030;22
20:00;19;24;40;28;3;790;24
21:00;22;26;46;32;3;530;26
22:00;20;19;48;32;3;700;24
23:00;17;19;41;29;3;640;21
