CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;11.1;26;6;78;23;1370;60
01:00;12.9;21;8;78;5;1190;29
02:00;5.2;24;8;78;21;1200;54
03:00;13.1;28;11;78;37;1670;85
04:00;11.2;28;11;78;41;2020;89
05:00;13;28;11;78;26;1230;68
06:00;4.6;26;10;78;22;1330;59
07:00;7.2;24;10;78;18;1120;51
08:00;6.4;24;11;78;19;1280;52
09:00;7.3;27;11;78;24;890;64
10:00;6.8;27;11;78;10;;42
11:00;8.1;44;10;78;110;1610;212
12:00;8.3;53;8;78;162;1790;301
13:00;9.2;41;8;78;112;1510;211
14:00;8.8;41;8;78;99;1430;192
15:00;8.1;46;8;78;105;1640;205
16:00;8.9;44;9;78;97;1720;192
17:00;9.3;38;7;78;105;1920;199
18:00;10.6;39;8;78;105;1640;199
19:00;11.5;43;8;78;127;1900;237
20:00;11.8;43;7;78;130;1860;241
21:00;12;45;7;78;142;2070;263
22:00;13.1;44;6;78;160;2340;289
23:00;13.3;44;6;78;129;2120;241
