CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;2.5;17;5;46;37;4;640;606.25;22
00:00;2.5;13;5;46;35;2;650;615;15
01:00;3.2;15;6;62;39;4;680;628.75;20
02:00;3.3;15;6;66;38;5;710;650;23
03:00;3.1;15;6;55;34;3;680;655;19
04:00;3.7;15;8;67;37;3;710;665;20
05:00;3.5;14;11;46;34;3;720;681.25;19
06:00;2.2;13;9;39;30;5;720;688.75;21
07:00;2.1;14;9;36;28;8;710;697.5;27
08:00;2.5;17;8;43;31;12;740;708.75;34
09:00;2.1;16;9;39;30;11;750;717.5;34
10:00;2.5;14;9;35;28;9;700;716.25;27
11:00;2.7;14;9;41;32;9;720;721.25;28
12:00;2.1;14;9;37;27;8;700;720;27
13:00;2.2;16;9;39;29;9;710;718.75;29
14:00;2.1;17;10;37;28;7;700;716.25;27
15:00;2.4;19;10;41;31;5;710;716.25;26
16:00;2.5;25;10;48;34;8;710;712.5;36
17:00;2.7;25;10;47;35;9;780;716.25;38
18:00;3.8;23;11;54;39;8;870;737.5;35
19:00;4;22;11;59;42;5;980;770;28
20:00;4.1;18;10;62;45;6;1230;836.25;26
21:00;4.8;18;9;69;51;8;980;870;29
22:00;4.3;17;8;56;43;8;810;883.75;29
23:00;3.9;19;7;59;46;9;850;901.25;32
00:00;3.4;19;8;58;45;6;880;922.5;28
