CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;11;249;208;130;2560;243
01:00;26;18;36;29;3;290;30
02:00;22;17;38;30;3;280;25
03:00;21;17;29;22;3;230;24
04:00;18;15;25;18;2;180;21
05:00;22;13;26;19;3;210;26
06:00;24;14;21;15;4;210;30
07:00;32;14;19;14;7;220;42
08:00;36;16;22;16;10;350;50
09:00;37;20;29;21;14;380;57
10:00;36;22;41;31;15;400;60
11:00;36;20;48;38;15;440;60
12:00;30;29;44;34;12;360;48
13:00;36;29;48;37;15;410;58
14:00;36;27;39;29;14;390;56
15:00;32;23;44;34;11;320;49
16:00;31;17;58;46;9;380;45
17:00;38;17;57;45;10;420;53
18:00;69;13;74;55;65;760;168
19:00;71;8;110;82;133;1540;273
20:00;46;6;132;106;20;910;75
21:00;63;7;151;123;184;1840;344
22:00;57;10;234;191;169;2660;315
23:00;53;10;257;212;188;2840;339
