CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.8;19;9;70;59;2;580;22
01:00;21.4;51;10;287;217;68;2780;155
02:00;19.6;43;10;261;202;57;2600;130
03:00;21.8;37;9;252;198;47;2450;109
04:00;19.5;36;7;216;174;35;2210;90
05:00;14.4;33;7;200;161;35;2020;87
06:00;13;30;6;176;142;44;1780;97
07:00;11.4;27;4;171;136;37;1670;84
08:00;12.5;30;10;188;151;35;1770;85
09:00;18.4;30;17;134;96;15;1190;52
10:00;7.1;11;10;50;38;2;300;14
11:00;2.5;8;8;40;30;1;250;9
12:00;1.1;11;4;24;13;3;180;16
13:00;0.5;21;12;28;13;8;250;32
14:00;1.2;22;7;35;16;5;290;31
15:00;0.6;24;6;48;27;6;300;34
16:00;1.8;28;4;46;36;7;460;38
17:00;1.9;23;5;38;30;6;;33
18:00;1.3;20;4;35;29;5;480;28
19:00;2.4;30;5;50;40;6;520;40
20:00;2.5;27;6;49;40;6;530;36
21:00;2.5;35;8;53;42;6;550;45
22:00;2.5;31;8;63;50;5;580;38
23:00;3.7;25;7;68;57;4;630;32
