CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;42;3;34;19;8;680;55
01:00;1;36;3;30;18;5;700;44
02:00;0.4;5;3;11;3;0;270;6
03:00;0.4;4;2;11;3;0;310;4
04:00;0.4;4;3;12;4;0;250;4
05:00;0.4;4;2;12;5;0;350;5
06:00;0.4;11;2;15;7;1;250;14
07:00;0.4;22;2;18;8;8;340;36
08:00;0.4;23;2;18;8;10;460;39
09:00;0.4;21;1;19;9;5;360;30
10:00;0.4;17;2;18;10;5;370;24
11:00;0.4;11;2;11;7;2;350;15
12:00;0.4;13;2;10;6;2;340;17
13:00;0.4;10;2;13;8;0;360;12
14:00;0.4;12;2;23;15;1;360;14
15:00;0.4;13;3;24;16;2;340;17
16:00;0.4;12;2;29;17;2;300;16
17:00;0.4;8;2;24;14;1;360;11
18:00;0.4;5;4;23;10;0;340;7
19:00;0.4;6;3;24;10;0;490;7
20:00;0.4;12;3;37;16;0;740;13
21:00;1.2;24;3;43;22;0;;24
22:00;1.9;17;2;32;18;0;;17
23:00;0.8;36;3;28;14;4;650;42
