CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.3;23;11;2;630;26
01:00;6.6;25;10;2;650;28
02:00;5.5;18;2;6;420;27
03:00;1.6;13;2;2;320;17
04:00;3.4;15;3;16;590;39
05:00;4.6;14;3;8;400;25
06:00;3.9;17;3;23;550;52
07:00;4;14;3;48;780;86
08:00;5;18;3;78;840;138
09:00;6.5;28;2;24;770;64
10:00;21.1;23;6;8;440;34
11:00;1.8;15;6;5;250;22
12:00;1.1;14;6;4;300;20
13:00;1.2;9;6;2;350;13
14:00;1.4;8;7;2;290;11
15:00;1.5;6;6;2;310;9
16:00;1.2;7;5;1;260;10
17:00;0.4;7;5;1;270;9
18:00;0.7;10;5;2;270;12
19:00;1.7;15;5;3;450;20
20:00;7.3;27;10;3;500;31
21:00;7.1;15;6;2;370;17
22:00;14.1;32;11;7;820;42
23:00;9.1;12;7;2;;14
