CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.9;10;1;61;920;104
01:00;7;8;1;55;990;91
02:00;8.7;28;18;3;510;33
03:00;8.5;26;20;3;530;30
04:00;4.5;27;21;3;660;31
05:00;5.8;18;18;2;500;20
06:00;3.7;10;10;1;360;12
07:00;1.7;11;6;1;330;12
08:00;2.1;17;7;3;370;20
09:00;6.6;23;9;5;500;29
10:00;9.6;22;8;6;460;30
11:00;8.8;19;6;5;500;27
12:00;6.7;21;7;7;570;30
13:00;5.3;16;8;5;450;24
14:00;5;14;7;5;440;22
15:00;4.7;13;8;4;380;20
16:00;5;20;9;6;;29
17:00;3.7;28;6;14;450;49
18:00;1.9;36;4;24;600;71
19:00;2;26;3;11;500;43
20:00;1.7;13;2;8;430;24
21:00;2.2;11;2;26;610;51
22:00;4.9;10;2;62;830;105
23:00;5.4;15;2;45;810;84
