CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;19;11;40;29;2;190;23
01:00;1;23;8;34;28;3;440;28
02:00;1;20;8;35;29;3;390;25
03:00;1;19;9;32;25;1;340;22
04:00;1;14;9;26;19;1;270;15
05:00;1;12;8;21;15;0;280;13
06:00;0.5;11;7;15;10;1;270;14
07:00;0.4;14;7;13;8;3;240;19
08:00;0.4;14;7;10;6;3;260;20
09:00;0.4;15;7;7;4;4;200;22
10:00;0.4;18;5;12;8;5;260;27
11:00;0.6;25;7;19;13;7;350;37
12:00;1;27;7;21;15;9;400;42
13:00;1;28;8;22;15;12;;46
14:00;1;25;9;20;14;8;310;37
15:00;1;23;8;19;12;7;280;33
16:00;1;28;8;21;14;8;270;41
17:00;1;33;10;25;16;6;310;43
18:00;1;22;8;22;13;6;260;32
19:00;1;32;11;32;21;6;320;42
20:00;1;31;10;32;21;8;310;44
21:00;1.4;40;13;42;28;9;440;56
22:00;1.2;31;13;36;24;6;280;41
23:00;1;25;12;38;26;3;220;31
