CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;4;71;39;32;800;106
01:00;43;3;61;35;12;780;62
02:00;33;2;65;40;16;540;58
03:00;25;1;55;35;19;440;54
04:00;19;1;45;30;13;380;38
05:00;19;2;45;28;22;430;54
06:00;18;;41;25;16;290;41
07:00;29;2;51;30;41;;93
08:00;45;;61;32;36;600;102
09:00;26;;52;23;8;400;39
10:00;24;4;80;25;5;530;33
11:00;9;9;33;12;1;340;11
12:00;;3;21;6;;200;
13:00;9;;19;4;1;150;11
14:00;7;3;18;4;1;;8
15:00;8;2;18;6;1;130;10
16:00;12;3;34;10;1;270;15
17:00;15;7;34;13;1;440;18
18:00;14;7;31;9;1;270;16
19:00;18;8;33;12;1;400;20
20:00;14;3;39;10;0;190;15
21:00;19;4;56;14;0;270;19
22:00;30;3;58;17;0;320;30
23:00;31;3;51;20;0;250;31
