CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;20;4;3;760;25
01:00;1;14;4;1;620;16
02:00;2.8;11;2;67;590;113
03:00;2.6;11;2;66;620;111
04:00;2.6;9;2;43;480;74
05:00;2.3;9;2;37;410;65
06:00;3.1;6;2;35;500;58
07:00;3.4;8;2;54;480;90
08:00;3.1;13;2;80;540;135
09:00;2.5;18;3;23;430;54
10:00;9.3;22;13;17;940;47
11:00;6.3;18;7;10;320;33
12:00;0.4;12;3;4;230;18
13:00;0.4;10;3;2;;13
14:00;0.4;8;3;1;200;9
15:00;0.4;16;3;3;240;20
16:00;1.8;14;3;2;280;16
17:00;2.1;13;3;1;390;14
18:00;3.4;25;4;2;700;28
19:00;3.1;35;3;3;780;40
20:00;2.3;43;2;7;620;54
21:00;1.2;44;3;8;520;55
22:00;1.5;53;4;17;850;79
23:00;1.6;35;3;7;670;45
