CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;22;2;28;19;3;340;26
01:00;0.4;11;2;25;18;1;290;12
02:00;4.2;9;1;;;58;860;97
03:00;3.2;10;1;;;63;770;106
04:00;2.8;14;1;;;54;700;96
05:00;2.1;20;1;;;44;610;87
06:00;2.5;26;1;;;57;730;113
07:00;2.9;32;1;;;69;910;137
08:00;2.9;32;1;;;77;950;148
09:00;3.2;40;2;;;83;970;165
10:00;3.1;41;2;;;68;;145
11:00;2.9;41;3;;;62;820;135
12:00;2.5;48;4;;;51;830;126
13:00;2.8;50;4;;;54;870;130
14:00;3.3;50;5;;;53;890;131
15:00;3.8;57;10;120;61;48;860;130
16:00;4;62;11;109;60;42;860;126
17:00;1.8;47;10;67;41;10;630;63
18:00;2.9;43;6;106;74;21;840;75
19:00;3.4;29;3;99;68;16;800;53
20:00;3.4;43;3;89;61;68;910;146
21:00;3.6;44;4;85;59;62;970;139
22:00;2.1;32;3;58;39;8;510;43
23:00;1;22;3;33;23;3;390;26
