CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;39;3;22;11;7;430;49
01:00;1.4;38;3;23;12;6;430;48
02:00;0.6;17;5;18;9;2;270;19
03:00;0.6;14;4;15;5;1;200;16
04:00;0.6;18;5;15;5;1;160;20
05:00;0.6;19;6;13;5;2;200;21
06:00;0.6;31;7;15;5;9;250;45
07:00;0.6;39;11;15;5;13;270;58
08:00;0.6;45;11;16;7;18;270;72
09:00;0.6;43;11;16;8;19;480;71
10:00;0.6;33;9;19;10;17;500;58
11:00;0.6;27;11;22;13;14;390;48
12:00;0.6;22;10;20;9;6;270;30
13:00;0.6;23;11;20;8;6;330;32
14:00;0.6;22;10;14;5;8;260;33
15:00;0.6;19;9;10;5;6;;29
16:00;0.6;19;9;12;5;5;190;28
17:00;0.6;20;9;12;5;6;200;29
18:00;0.6;18;4;8;5;5;290;25
19:00;0.6;24;3;9;5;5;350;31
20:00;0.6;;3;12;5;;350;
21:00;0.6;;;14;5;;;
22:00;0.6;28;3;21;8;2;340;30
23:00;0.9;32;3;27;15;3;390;35
