CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13;31;5;6;680;41
01:00;26.7;15;4;103;2140;172
02:00;25.3;16;3;82;1980;141
03:00;23.2;18;5;96;2500;164
04:00;23.1;16;5;79;2170;137
05:00;28.4;17;5;52;1570;97
06:00;26.8;20;5;18;920;47
07:00;20.7;20;3;10;840;35
08:00;13.6;17;4;6;630;26
09:00;18.2;16;4;9;590;29
10:00;12.9;18;4;13;620;39
11:00;13;14;3;9;;28
12:00;11.7;15;4;16;570;39
13:00;10.8;18;5;17;580;43
14:00;8.1;14;7;6;400;23
15:00;8.6;15;4;4;360;21
16:00;5.2;26;3;16;510;49
17:00;3.7;28;3;7;550;39
18:00;4.2;30;7;5;460;36
19:00;14.1;31;10;5;570;39
20:00;20;37;9;6;730;47
21:00;25.4;35;10;6;810;44
22:00;20.6;34;9;8;670;46
23:00;20.8;26;5;5;640;33
