CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.6;19;21;67;54;1;410;20
01:00;7;37;21;107;93;4;960;43
02:00;6.6;31;21;92;75;2;810;35
03:00;5.9;28;22;71;61;3;690;32
04:00;3.8;31;20;77;65;6;710;38
05:00;5.9;37;20;93;79;9;900;50
06:00;5.5;30;17;72;59;6;710;39
07:00;3.7;22;17;56;46;3;610;26
08:00;3.8;22;19;54;45;3;640;26
09:00;3;23;31;64;50;5;800;30
10:00;3.4;17;20;57;46;4;550;23
11:00;3.7;24;27;80;61;12;980;42
12:00;5.7;25;27;85;65;14;1020;46
13:00;5;19;22;73;60;8;590;31
14:00;4.7;24;33;89;70;8;680;35
15:00;4.7;27;23;89;76;4;550;33
16:00;4.7;32;24;121;107;3;;36
17:00;13.3;30;23;88;76;3;780;33
18:00;5.5;28;22;80;69;1;670;29
19:00;4.9;27;25;81;68;2;620;29
20:00;5.3;29;25;79;65;2;650;33
21:00;8.9;33;32;87;66;5;790;40
22:00;6.2;25;22;72;59;3;510;29
23:00;4.1;18;19;62;52;1;410;19
