CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;15;53;32;4;990;41
01:00;26;13;27;16;2;540;29
02:00;14;6;40;30;1;390;15
03:00;12;5;35;26;1;350;13
04:00;15;2;36;28;1;390;16
05:00;17;3;37;28;1;390;17
06:00;25;5;40;30;2;430;27
07:00;20;5;50;30;1;570;21
08:00;26;4;66;40;3;830;30
09:00;21;7;36;22;3;520;25
10:00;31;13;56;37;8;910;42
11:00;29;18;52;37;6;630;39
12:00;30;20;63;43;8;770;42
13:00;24;20;57;38;8;770;36
14:00;14;10;31;19;4;350;19
15:00;17;10;34;19;4;490;23
16:00;19;12;45;21;4;440;24
17:00;21;13;45;22;4;750;27
18:00;30;16;46;21;4;520;36
19:00;52;25;89;48;5;1060;59
20:00;68;39;126;65;7;1910;78
21:00;54;25;106;55;4;1180;59
22:00;40;18;54;30;3;740;44
23:00;32;14;32;18;3;570;35
