CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27.9;36;15;189;1;870;38
01:00;11.1;27;7;115;1;720;29
02:00;0.3;27;4;29;4;580;32
03:00;2.7;20;5;40;4;590;26
04:00;3.5;26;5;64;17;680;53
05:00;3.8;21;6;41;33;660;72
06:00;3.1;23;4;52;21;530;55
07:00;2.4;30;4;45;25;480;67
08:00;1.5;27;6;39;11;490;45
09:00;1.8;20;9;56;7;650;31
10:00;0.4;9;5;26;2;270;13
11:00;0;13;11;13;3;360;18
12:00;0;11;10;15;2;330;15
13:00;0.5;8;8;21;1;220;11
14:00;0;9;9;15;2;320;12
15:00;0;10;9;16;2;340;13
16:00;1;;9;44;;;
17:00;0.5;;10;28;;;
18:00;0.4;12;12;19;0;430;13
19:00;1.6;19;10;39;0;510;20
20:00;0.7;35;9;40;0;760;35
21:00;7.7;60;28;95;1;1430;62
22:00;28.3;70;29;125;9;2050;83
23:00;42.1;58;32;169;4;1900;64
