CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;59;2;53;29;18;850;84
01:00;46;1;42;22;6;680;55
02:00;41;1;53;30;31;700;87
03:00;38;1;48;29;25;670;75
04:00;34;1;40;25;8;510;46
05:00;27;2;46;29;8;530;38
06:00;31;2;42;23;40;570;90
07:00;33;2;51;30;68;660;136
08:00;41;3;49;26;34;710;92
09:00;51;6;46;22;25;660;88
10:00;49;9;45;17;15;590;71
11:00;35;15;33;9;6;520;43
12:00;32;24;28;7;5;460;38
13:00;15;16;12;3;1;350;16
14:00;12;14;13;3;1;340;13
15:00;10;10;11;3;1;330;11
16:00;8;7;11;3;0;340;8
17:00;8;6;11;3;0;330;8
18:00;8;5;10;3;0;310;9
19:00;14;4;12;3;1;330;15
20:00;38;5;33;11;2;520;41
21:00;64;4;124;73;38;1620;121
22:00;78;4;125;73;74;1510;190
23:00;49;3;56;29;16;820;74
