CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;44;5;47;28;47;720;115
01:00;39;6;41;24;9;380;52
02:00;17;2;29;18;1;200;18
03:00;23;4;34;21;3;240;27
04:00;20;3;35;23;5;340;27
05:00;26;2;35;22;9;320;39
06:00;35;1;45;26;21;480;67
07:00;36;2;37;22;15;430;58
08:00;26;2;19;11;6;400;35
09:00;32;2;19;11;9;;44
10:00;45;2;24;13;16;;67
11:00;51;3;17;11;20;460;80
12:00;51;2;23;14;25;520;89
13:00;48;4;34;19;20;550;78
14:00;;;37;19;;;
15:00;43;16;28;16;19;480;74
16:00;52;12;32;16;22;560;86
17:00;50;10;35;17;18;480;80
18:00;50;9;36;18;14;390;72
19:00;47;11;39;19;7;380;58
20:00;50;11;49;20;5;420;59
21:00;40;7;56;27;2;460;44
22:00;44;5;58;35;16;570;69
23:00;48;6;50;28;91;1080;188
