CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.98419;29.3566;4.59542;28.9356;19.4707;4.01603;312.522;253.847;35.5
01:00;2.16674;27.7885;4.60207;36.2781;24.703;4.45491;405.029;278.057;34.6
02:00;2.70024;25.7215;4.3974;30.6145;21.1816;4.86365;422.546;304.347;33.1
03:00;2.55219;21.6041;4.66783;28.5651;20.1591;5.11131;403.091;325.932;29.4
04:00;1.07426;15.1855;4.50528;27.1837;19.4362;3.99352;340.446;338.51;21.3
05:00;1.41399;13.7072;4.53779;26.2923;19.0891;4.83455;310.163;346.084;21
06:00;1.37124;15.6276;3.18267;30.1716;21.3212;24.8537;344.74;352.715;53.4
07:00;2.39261;13.9617;4.29026;40.3263;27.6191;49.4664;400.01;367.318;89.2
08:00;2.98289;27.3984;4.93753;48.6778;28.734;51.3771;551.978;397.25;105.5
09:00;3.33458;37.0059;7.18153;86.8447;35.6559;27.8961;773.988;443.37;79.4
10:00;2.71321;26.079;14.2468;73.6832;25.1308;8.01717;492.744;452.145;38.3
11:00;2.11957;18.4642;13.1503;42.6214;20.4713;6.25163;409.692;452.97;28.1
12:00;1.35;11.7448;7.42315;24.2901;13.1171;3.10988;256.139;442.432;16.4
13:00;0.75;6.14923;6.53944;19.1579;10.6485;1.36165;216.506;430.725;8.2
14:00;0.75;6.06262;6.85568;21.1998;10.5236;1.29619;210.898;413.994;8.1
15:00;1.1;5.75335;6.11458;16.7993;10.2395;1.07658;208.62;390.071;7.5
16:00;1.1;5.10452;5.21092;20.1589;11.1621;0.813667;212.225;347.602;6.3
17:00;1.23444;6.94206;4.98777;30.703;10.7752;0.925205;215.493;277.79;8.3
18:00;1.2321;10.3833;5.35722;40.3555;13.6138;1.06965;221.25;243.853;12.1
19:00;1.3;19.7677;5.71188;40.1112;16.6653;1.48809;255.702;224.604;22.1
20:00;1.3;24.0459;5.49317;46.3726;22.9539;1.4919;284.08;228.097;26.3
21:00;1.34587;18.977;5.13481;48.7766;25.9193;1.22483;286.141;236.801;20.8
22:00;0.957825;39.2319;4.79344;57.291;32.7383;9.03902;362.287;255.725;52.9
23:00;1.99965;59.4279;4.00579;46.0653;25.6149;34.6888;505.261;292.805;112.1
00:00;2.29664;49.5111;3.29276;36.6799;23.4109;24.0765;469.955;325.021;86.1
01:00;3.15202;40.7905;5.1156;44.6767;27.4773;9.72175;575.692;370.046;55.5
