CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;20;2;74;67;29;670;63
01:00;19;7;78;71;3;;22
02:00;19;5;76;67;3;560;24
03:00;18;5;76;66;2;670;21
04:00;18;4;71;62;3;640;21
05:00;16;5;84;74;3;760;19
06:00;15;4;84;74;2;820;19
07:00;15;3;79;71;3;1380;19
08:00;20;6;89;75;7;980;31
09:00;15;8;87;77;8;750;26
10:00;15;12;76;62;5;890;22
11:00;18;23;82;65;6;1300;27
12:00;16;23;69;56;4;690;23
13:00;15;13;62;53;4;590;21
14:00;13;7;56;50;3;480;16
15:00;10;3;70;63;1;480;12
16:00;10;2;59;53;1;350;11
17:00;11;2;63;56;1;420;12
18:00;10;3;67;57;1;620;12
19:00;12;2;62;55;2;540;14
20:00;20;2;65;57;5;570;27
21:00;27;3;74;67;23;800;63
22:00;23;3;72;65;16;810;46
23:00;20;1;63;57;10;640;35
