CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;2;58;32;730
01:00;2;64;35;690
02:00;3;53;28;440
03:00;3;46;25;380
04:00;2;42;22;300
05:00;2;39;20;270
06:00;3;77;48;250
07:00;2;44;23;330
08:00;3;42;20;
09:00;6;57;20;460
10:00;14;76;21;620
11:00;9;39;8;340
12:00;28;41;7;340
13:00;27;29;4;220
14:00;11;17;3;270
15:00;8;16;3;270
16:00;8;14;3;230
17:00;7;16;3;390
18:00;4;21;3;340
19:00;3;10;3;290
20:00;3;13;4;310
21:00;4;47;20;430
22:00;3;34;12;430
23:00;3;38;19;580
