CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;27;11;53;39;16;740;51
01:00;21;16;70;57;2;500;23
02:00;26;17;81;67;3;650;30
03:00;28;19;84;68;3;660;32
04:00;28;17;78;65;3;600;32
05:00;13;9;30;23;1;250;14
06:00;12;6;18;14;2;250;14
07:00;18;5;19;14;4;320;24
08:00;26;5;31;24;8;520;38
09:00;23;6;33;26;10;510;38
10:00;21;6;34;27;9;;34
11:00;16;6;38;30;6;;26
12:00;17;8;37;29;4;660;24
13:00;14;8;29;20;3;590;18
14:00;13;6;28;18;3;560;18
15:00;13;7;22;14;2;540;16
16:00;17;5;33;23;1;590;19
17:00;29;5;40;31;4;640;36
18:00;36;6;57;46;7;720;46
19:00;36;7;56;45;6;770;44
20:00;43;10;58;46;9;810;56
21:00;38;8;70;57;5;850;45
22:00;38;11;75;57;14;890;60
23:00;31;13;64;48;8;880;43
