CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.6;38;2;55;75;1200;153
01:00;4;34;3;55;51;1040;112
02:00;1.4;29;4;55;7;530;39
03:00;0.6;20;4;55;9;450;34
04:00;0.6;18;5;55;15;390;40
05:00;0.6;15;4;55;20;380;45
06:00;0.6;16;1;55;26;450;55
07:00;0.6;20;3;55;22;540;53
08:00;;25;3;55;29;690;69
09:00;;26;7;55;32;990;74
10:00;;27;7;55;44;1360;93
11:00;;37;11;55;67;1550;137
12:00;;31;13;55;32;1070;79
13:00;;;23;55;;;
14:00;;32;;55;10;;46
15:00;1;;;55;;;
16:00;1;21;3;55;3;580;26
17:00;0.4;9;3;55;1;500;11
18:00;0.4;6;3;55;0;460;7
19:00;0.4;25;3;55;4;600;33
20:00;1.6;80;2;55;55;1230;165
21:00;3.6;70;3;55;75;1340;185
22:00;4;57;3;55;90;1350;196
23:00;4.5;45;3;55;62;1190;140
