CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;55;3;51;34;45;990;123
01:00;48;3;54;37;44;980;115
02:00;32;2;39;27;6;590;41
03:00;27;2;37;27;6;520;36
04:00;23;2;36;27;8;510;35
05:00;19;2;38;28;12;490;37
06:00;19;1;39;28;20;500;48
07:00;26;1;44;30;55;680;109
08:00;39;3;81;33;42;680;103
09:00;32;4;75;23;9;470;46
10:00;19;3;36;16;3;440;24
11:00;12;3;30;11;2;380;15
12:00;12;2;28;10;1;340;14
13:00;12;3;29;10;2;360;14
14:00;11;2;30;10;1;340;13
15:00;22;3;31;10;4;340;27
16:00;30;5;29;11;6;350;38
17:00;26;6;30;11;4;350;32
18:00;33;7;32;11;3;390;38
19:00;40;3;37;16;6;570;48
20:00;28;2;55;26;4;770;35
21:00;57;3;54;26;20;850;87
22:00;69;3;68;36;34;1010;121
23:00;66;3;49;34;53;1140;147
