CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;68;37;640
01:00;77;49;430
02:00;52;26;350
03:00;35;19;
04:00;40;23;270
05:00;39;22;220
06:00;72;45;300
07:00;81;43;430
08:00;100;30;540
09:00;42;12;230
10:00;32;5;220
11:00;22;4;230
12:00;20;3;250
13:00;16;3;310
14:00;22;5;330
15:00;15;3;310
16:00;13;3;340
17:00;18;3;380
18:00;14;3;320
19:00;19;3;280
20:00;37;16;310
21:00;;;530
22:00;;;610
23:00;73;36;650
