CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.7;34;4;78;59;38;1000;92
01:00;1.2;29;7;26;19;3;360;34
02:00;1;32;6;27;19;13;310;52
03:00;0.7;31;5;20;13;7;;41
04:00;0.4;29;4;18;13;14;310;50
05:00;1;26;3;23;16;8;400;37
06:00;0.7;29;4;21;15;12;490;87
07:00;1.8;;;36;28;;;
08:00;2.8;46;8;46;34;83;810;173
09:00;1.8;49;9;36;23;49;560;123
10:00;1.2;41;9;30;17;18;390;67
11:00;1;35;5;26;13;15;320;58
12:00;1;34;7;25;14;15;330;56
13:00;0.4;19;6;19;12;6;240;28
14:00;0.4;17;5;18;11;3;220;22
15:00;0.4;21;4;16;8;4;220;27
16:00;0.4;33;3;21;10;6;250;42
17:00;1;50;3;29;15;13;310;70
18:00;2.1;44;5;45;32;8;400;57
19:00;2.5;40;6;51;39;5;480;47
20:00;3.6;44;5;61;44;18;650;71
21:00;12.8;43;7;73;49;27;920;84
22:00;21.7;43;7;86;61;66;1720;144
23:00;10.6;37;4;91;65;78;1190;155
