CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;25;5;2;300;28
01:00;0;31;3;6;390;37
02:00;18.4;35;9;5;670;42
03:00;16.4;29;8;9;510;40
04:00;8.8;29;7;9;450;41
05:00;3.8;24;7;12;510;41
06:00;3.7;26;7;30;520;71
07:00;2.2;44;8;32;540;91
08:00;3.7;31;7;11;370;46
09:00;0.7;22;11;6;320;31
10:00;0;22;12;7;290;31
11:00;0;27;32;10;340;41
12:00;0.5;28;26;9;380;40
13:00;0.1;25;6;9;350;37
14:00;0;22;13;8;;33
15:00;0;21;5;7;380;29
16:00;0;19;5;7;380;28
17:00;0;26;4;7;380;34
18:00;0;32;4;7;470;42
19:00;0;40;5;7;520;49
20:00;0.5;39;5;6;470;46
21:00;0;41;10;9;460;54
22:00;0;37;7;6;420;46
23:00;0;33;9;5;390;38
