CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;54;2;75;54;15;670;77
01:00;40;2;55;42;8;640;52
02:00;21;9;15;10;2;320;23
03:00;19;7;14;10;2;370;21
04:00;16;7;12;9;2;320;17
05:00;17;4;12;9;2;310;21
06:00;31;4;17;11;9;390;45
07:00;40;4;22;12;24;500;77
08:00;33;4;20;11;21;430;65
09:00;29;4;23;11;14;400;50
10:00;30;14;21;10;12;360;50
11:00;26;22;21;10;8;310;38
12:00;20;12;17;9;6;310;29
13:00;18;4;16;9;4;310;24
14:00;22;4;18;9;5;330;29
15:00;19;6;20;11;4;350;25
16:00;21;6;21;11;4;350;28
17:00;21;5;21;11;3;320;26
18:00;24;4;21;11;4;350;30
19:00;20;12;21;12;2;320;23
20:00;29;12;23;14;3;370;34
21:00;29;7;29;17;2;380;31
22:00;29;3;37;26;4;450;36
23:00;50;2;40;27;10;590;65
