CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.7;38;5;59;5;470;46
01:00;1.5;22;7;48;2;290;25
02:00;0.5;19;6;20;2;250;21
03:00;0;25;6;38;1;250;27
04:00;0.4;32;5;33;3;330;36
05:00;0.1;38;5;29;15;420;61
06:00;0.4;43;5;29;29;660;87
07:00;1.4;39;7;31;27;590;81
08:00;1.1;32;11;46;19;440;61
09:00;1;25;12;35;13;380;45
10:00;0.6;17;7;24;9;280;30
11:00;0;19;6;16;6;260;29
12:00;0;16;11;16;7;260;27
13:00;0;18;11;22;7;320;29
14:00;0;21;15;33;8;280;34
15:00;0;22;14;25;7;300;33
16:00;0;24;12;20;8;310;36
17:00;0.4;29;13;25;9;450;43
18:00;1;35;14;27;8;480;48
19:00;1;48;15;32;11;600;66
20:00;2;57;15;43;13;580;77
21:00;2.1;55;12;70;13;620;74
22:00;2.1;42;8;54;9;510;56
23:00;2.1;41;7;62;7;;51
