CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.2;27;2;33;2;500;31
01:00;4.8;29;1;42;8;540;41
02:00;2.1;16;1;25;38;;73
03:00;1.5;16;2;17;22;530;50
04:00;1.2;18;2;10;6;400;27
05:00;0.8;15;1;13;12;400;33
06:00;0.6;19;1;22;49;710;93
07:00;1;16;1;37;64;810;115
08:00;1.9;25;3;52;56;750;110
09:00;3.8;30;6;87;38;1350;87
10:00;7.3;28;4;119;22;1200;61
11:00;5.6;34;12;138;31;1400;81
12:00;7.4;35;30;101;19;980;64
13:00;3.7;40;25;153;18;1300;67
14:00;8;41;18;146;9;990;54
15:00;4.1;19;14;107;2;450;22
16:00;1.9;35;9;88;4;1020;41
17:00;3.2;51;8;104;27;1200;92
18:00;5.2;56;8;167;118;2320;235
19:00;10;53;5;240;62;1270;147
20:00;5.6;46;3;127;14;590;66
21:00;1.7;20;2;51;0;250;19
22:00;0.4;22;1;19;1;260;23
23:00;0.4;29;1;30;3;310;33
