CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;47;3;134;72;20;350;78
01:00;37;3;54;29;12;540;56
02:00;19;2;51;28;3;330;24
03:00;18;1;49;26;4;430;24
04:00;21;3;67;33;6;630;30
05:00;27;3;79;39;4;1210;33
06:00;30;2;47;26;8;530;42
07:00;29;2;40;20;9;260;43
08:00;29;3;51;19;10;220;44
09:00;23;2;39;14;8;220;35
10:00;46;4;45;17;24;390;83
11:00;46;15;32;12;17;280;72
12:00;23;9;21;7;7;190;35
13:00;22;5;18;5;5;190;31
14:00;25;7;18;5;6;230;35
15:00;28;6;18;4;8;160;41
16:00;32;5;16;3;9;190;46
17:00;40;9;15;3;11;280;57
18:00;;;20;4;;;
19:00;35;7;22;5;6;190;44
20:00;46;5;24;4;8;250;58
21:00;47;4;;;8;640;59
22:00;38;2;114;52;5;470;46
23:00;45;3;114;60;9;530;58
