CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17;23;22;128;112;115;2020;198
01:00;16.7;26;25;118;105;100;1820;179
02:00;10.6;14;11;110;102;45;1250;82
03:00;9.9;13;8;88;83;37;1100;69
04:00;9.2;12;8;89;83;35;1060;65
05:00;8.8;13;9;91;81;58;1150;102
06:00;8.8;13;7;103;83;56;1120;98
07:00;8.2;10;7;112;84;57;1110;97
08:00;7.9;22;6;116;79;94;1310;165
09:00;7.6;23;6;106;75;127;1400;217
10:00;7.6;32;5;70;60;123;1380;220
11:00;7.6;51;6;68;57;108;1280;215
12:00;7.6;53;4;54;44;55;910;137
13:00;6.7;41;4;69;40;26;680;81
14:00;6.1;32;5;64;45;12;550;49
15:00;5.5;30;6;64;47;8;530;42
16:00;5.5;27;10;127;99;7;690;38
17:00;5.5;49;16;124;88;13;840;68
18:00;5.5;57;;168;141;62;1330;152
19:00;6.9;50;;147;113;122;1740;236
20:00;9.6;40;14;128;98;152;1730;273
21:00;12.7;37;24;171;136;162;2400;284
22:00;15.7;33;27;172;139;170;2570;292
23:00;17;23;24;141;122;120;2200;206
