CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;15;10;21;15;2;330;17
01:00;8;9;31;23;1;350;9
02:00;8;9;29;22;0;330;9
03:00;7;9;28;20;1;320;8
04:00;7;9;24;17;1;300;8
05:00;7;9;21;14;1;280;8
06:00;10;8;19;12;2;290;13
07:00;17;8;18;12;4;360;22
08:00;22;9;18;11;6;370;30
09:00;23;7;18;10;8;380;34
10:00;16;7;19;10;5;340;24
11:00;16;7;22;11;5;330;24
12:00;15;6;23;10;5;330;22
13:00;15;8;26;11;6;310;24
14:00;18;11;26;13;6;350;27
15:00;22;13;27;15;7;360;33
16:00;21;11;29;16;7;380;32
17:00;21;9;29;17;5;390;29
18:00;24;8;27;17;6;380;32
19:00;23;7;27;18;4;400;28
20:00;23;8;32;22;4;420;28
21:00;26;10;38;29;3;460;32
22:00;18;8;31;23;3;410;23
23:00;14;8;24;17;2;360;17
