CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5;26;19;73;23;1080;60
01:00;5.6;33;17;88;6;1030;41
02:00;4;32;15;73;7;970;42
03:00;4;29;14;52;5;860;37
04:00;3.4;30;12;53;5;820;38
05:00;2.9;27;11;51;6;730;37
06:00;2;29;10;48;15;800;51
07:00;2.1;33;10;59;14;810;53
08:00;2.4;32;10;34;15;760;55
09:00;2;34;11;33;25;820;72
10:00;2.7;36;13;50;36;970;91
11:00;3.1;33;13;49;35;;87
12:00;4;36;11;43;53;1260;117
13:00;4.5;34;13;56;46;1150;105
14:00;4.7;35;13;71;52;1150;115
15:00;5;33;15;84;48;1130;106
16:00;5;34;14;71;54;1220;117
17:00;5.7;32;16;92;53;1270;112
18:00;6;32;16;84;45;1240;101
19:00;6;31;18;78;38;1190;89
20:00;6;29;18;90;35;1310;83
21:00;6;30;18;93;31;1230;77
22:00;5.9;28;19;60;32;1190;77
23:00;5;28;17;59;28;1200;70
