CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;23;2;26;15;3;190;27
01:00;20;2;32;19;2;220;23
02:00;21;1;33;18;9;430;35
03:00;18;1;30;18;3;290;22
04:00;15;2;37;22;2;490;18
05:00;18;2;36;20;9;;32
06:00;15;2;;;6;340;23
07:00;17;2;;;18;710;45
08:00;30;2;;;36;440;83
09:00;34;4;43;23;25;280;70
10:00;30;3;26;10;14;230;51
11:00;34;4;27;8;13;310;54
12:00;27;11;15;4;6;300;35
13:00;22;3;15;4;4;310;28
14:00;22;2;20;5;4;280;27
15:00;23;5;20;8;4;330;28
16:00;29;5;20;8;4;270;34
17:00;37;6;27;11;5;270;44
18:00;68;5;30;14;20;460;96
19:00;66;4;35;17;17;620;91
20:00;49;4;31;17;8;330;59
21:00;50;3;31;16;8;290;62
22:00;40;3;27;14;6;240;50
23:00;36;3;27;15;7;210;46
