CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;45;16;71;57;4;770;50
01:00;0.9;27;17;71;58;2;710;30
02:00;0.6;13;14;32;25;1;560;14
03:00;0.5;10;14;29;22;1;520;11
04:00;0.5;9;14;30;23;1;440;10
05:00;0.5;9;11;26;20;0;390;10
06:00;0.5;10;10;27;21;1;390;11
07:00;0.5;11;9;34;27;1;400;13
08:00;0.3;10;9;33;26;1;410;12
09:00;0.5;10;10;28;22;2;400;12
10:00;0.5;12;10;28;22;3;410;15
11:00;0.5;13;10;28;21;3;410;17
12:00;0.5;12;10;31;25;2;420;16
13:00;0.5;15;11;34;27;4;440;21
14:00;0.5;14;10;34;26;4;450;19
15:00;0.5;15;11;35;27;4;460;20
16:00;0.5;14;9;36;27;4;430;19
17:00;0.5;15;8;35;26;3;440;20
18:00;0.5;22;7;39;27;4;470;28
19:00;0.5;27;9;42;31;4;520;33
20:00;0.5;38;8;44;31;5;560;46
21:00;0.6;41;8;44;32;5;570;48
22:00;0.7;58;10;51;40;9;710;71
23:00;0.8;75;12;66;53;14;870;96
