CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;13;20;164;121;141;2200;228
01:00;16;7;58;33;3;600;20
02:00;14;7;57;33;3;750;18
03:00;13;4;47;28;2;660;15
04:00;16;5;58;34;5;650;23
05:00;20;6;79;44;9;930;33
06:00;16;6;92;50;6;1600;26
07:00;16;5;49;32;9;1080;29
08:00;21;8;90;53;33;1790;71
09:00;15;5;47;29;26;900;53
10:00;13;5;62;37;29;950;57
11:00;14;6;53;32;30;770;59
12:00;20;10;62;37;24;930;56
13:00;21;9;48;26;16;590;44
14:00;15;6;37;23;6;460;24
15:00;19;5;37;23;5;490;27
16:00;22;5;41;27;6;510;30
17:00;30;5;47;32;11;580;46
18:00;38;5;63;41;47;790;109
19:00;36;7;109;64;166;1550;289
20:00;37;10;153;92;267;2430;444
21:00;27;16;170;115;222;2530;367
22:00;20;18;180;129;190;2340;310
23:00;16;19;167;120;164;2370;266
