CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0;14;4;26;1;340;15
01:00;0;12;6;15;1;620;13
02:00;2.5;6;2;19;1;280;7
03:00;0;5;2;13;1;340;6
04:00;0;6;1;6;1;310;7
05:00;0;12;2;13;1;350;14
06:00;0;12;2;10;1;;13
07:00;0;10;1;14;2;380;13
08:00;0;8;1;13;1;360;11
09:00;0.2;12;2;42;3;650;16
10:00;2.6;9;2;45;2;550;12
11:00;1.4;12;2;27;2;590;15
12:00;0;19;2;34;6;690;28
13:00;3.7;14;4;57;3;700;19
14:00;1.4;9;3;41;1;520;11
15:00;0;8;3;27;1;420;9
16:00;0;10;3;26;1;470;12
17:00;0;14;5;22;2;620;17
18:00;2.1;11;5;56;1;660;13
19:00;1;10;5;40;1;370;12
20:00;0;11;5;22;1;480;13
21:00;0;15;3;21;1;490;16
22:00;0;14;2;30;2;410;16
23:00;0;14;4;23;1;340;16
