CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;22;9;16;10;2;410;25
01:00;21;10;14;9;2;320;23
02:00;36;2;29;23;4;450;43
03:00;21;2;29;24;3;390;25
04:00;17;2;29;25;2;370;20
05:00;18;3;29;24;3;380;22
06:00;26;3;30;24;10;450;41
07:00;32;5;30;24;19;530;61
08:00;33;6;33;24;22;520;67
09:00;33;9;29;18;16;480;58
10:00;28;7;25;14;11;410;44
11:00;24;12;24;14;7;430;34
12:00;21;10;19;10;6;340;30
13:00;16;6;19;9;4;330;23
14:00;20;6;17;9;5;330;26
15:00;26;6;17;9;6;360;34
16:00;24;6;19;9;5;330;30
17:00;24;3;19;9;5;320;31
18:00;26;5;17;9;5;360;33
19:00;23;6;19;9;3;330;26
20:00;27;9;31;17;2;370;29
21:00;28;8;25;14;3;400;32
22:00;22;5;17;10;4;370;27
23:00;20;4;13;9;3;350;24
