CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.7;22;3;84;1090;150
01:00;5.5;16;2;69;1000;120
02:00;6;13;2;67;1300;116
03:00;4.7;13;1;51;1080;90
04:00;3.8;9;2;34;990;62
05:00;4;9;1;39;970;68
06:00;3.2;13;2;82;1100;137
07:00;3.6;15;2;125;1200;205
08:00;4.9;20;2;168;1410;276
09:00;5.5;38;3;241;1710;406
10:00;4.2;41;5;145;1180;263
11:00;2.1;33;5;62;590;127
12:00;4.7;37;12;25;880;75
13:00;5;31;14;15;740;52
14:00;1.2;13;6;3;290;17
15:00;0.4;8;4;1;180;9
16:00;0.4;9;3;1;170;9
17:00;1.2;21;4;2;;23
18:00;3.6;36;6;2;580;39
19:00;7;40;11;16;910;64
20:00;9.3;68;7;105;1730;228
21:00;6.8;51;4;153;1730;284
22:00;5.2;37;3;129;1330;234
23:00;6;28;3;109;1260;195
