CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;11.4;59;33;129;95;11;1110;1466.25;76
01:00;3.4;14;7;62;46;1;440;696.25;16
02:00;3.2;15;19;75;59;1;560;706.25;17
03:00;3.4;17;9;73;56;1;570;670;19
04:00;4.7;21;11;81;60;2;760;535;23
05:00;4.7;16;9;70;56;1;610;560;18
06:00;4.2;23;9;84;66;3;650;578.75;27
07:00;4.4;29;10;72;55;3;600;582.5;33
08:00;5.4;32;10;84;55;4;630;602.5;37
09:00;5.7;34;14;104;61;7;620;625;44
10:00;7;29;15;102;59;7;730;646.25;39
11:00;6.5;23;12;73;49;6;570;646.25;31
12:00;6.2;29;15;98;52;8;650;632.5;41
13:00;5.5;29;11;93;44;7;460;613.75;39
14:00;4.7;;;98;45;;;608.571;
15:00;5.5;40;16;98;59;7;870;647.143;50
16:00;5.2;43;15;96;54;5;780;668.571;51
17:00;5.1;56;14;155;72;12;820;697.143;74
18:00;5.4;57;12;177;89;30;1070;745.714;103
19:00;6.3;54;13;205;121;59;1400;864.286;144
20:00;9.4;59;16;246;147;114;2080;1068.57;233
21:00;12.8;58;16;212;132;101;2060;1297.14;212
22:00;13.2;73;29;178;114;113;1830;1363.75;245
23:00;12.5;65;33;145;107;44;1360;1425;132
