CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;23;8;364;238;238;3300;388
01:00;37;18;279;211;83;2710;164
02:00;37;16;291;218;110;3050;206
03:00;36;20;279;205;88;;171
04:00;38;21;263;193;82;2490;164
05:00;36;15;236;178;76;2250;153
06:00;39;18;198;153;30;1720;84
07:00;37;18;199;142;39;1620;98
08:00;37;22;203;129;35;2020;91
09:00;35;18;164;117;39;2320;95
10:00;35;19;132;99;29;1360;80
11:00;35;23;134;87;18;600;63
12:00;35;24;134;79;14;340;57
13:00;41;30;136;80;21;380;74
14:00;37;21;135;78;17;800;63
15:00;35;15;91;67;16;760;61
16:00;48;14;107;78;40;920;109
17:00;42;11;103;75;25;670;80
18:00;40;8;128;93;155;1620;277
19:00;41;9;193;140;221;2380;379
20:00;28;9;235;169;181;2620;305
21:00;25;9;269;201;185;2700;307
22:00;30;9;302;211;220;3070;366
23:00;24;8;289;217;206;3110;339
