CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;2.0047;58.0224;4.63989;47.2857;37.2822;96.2781;1157.18;873.681;205.72
00:00;2.07824;59.3753;7.75357;46.6611;37.8109;26.054;933.848;916.748;99.3479
01:00;2.04304;49.6807;5.231;40.2052;32.5343;10.9739;792.475;903.409;66.5135
02:00;2.17728;44.3269;5.06992;37.3967;30.2597;37.8208;867.876;919.363;102.319
03:00;1.97775;42.3219;3.60988;36.1715;29.0605;44.4763;788.313;921.154;110.523
04:00;1.8347;38.0719;3.17984;31.4788;25.3569;26.3051;680.755;918.326;78.4245
05:00;1.71715;37.2031;2.99364;28.4678;22.7471;23.6095;795.879;916.541;73.422
06:00;1.60472;49.3692;3.36383;29.6452;22.7321;147.912;1152.52;896.106;276.269
07:00;1.84221;73.4751;3.97858;40.9796;30.6725;421.22;2116.23;1015.99;719.651
08:00;2.08894;63.3841;6.36372;37.6855;28.4307;219.971;1546.38;1092.55;400.658
09:00;1.49623;27.9766;8.34616;12.7689;7.70314;9.49106;404.446;1044.05;42.5425
10:00;0.992196;41.6609;14.1479;10.4162;6.83728;18.6866;382.719;983.405;70.3171
11:00;0.775656;50.61;34.5339;18.3479;8.79553;29.7742;379.457;932.298;96.2951
12:00;0.65556;24.9599;14.023;21.9834;9.96356;10.5676;413.734;898.921;41.1667
13:00;0.54864;19.0715;6.9334;15.2453;8.52817;6.20175;389.379;848.108;28.585
14:00;0.506358;24.3009;5.15489;12.7432;9.24781;7.79271;426.824;757.396;36.2487
15:00;0.541674;33.452;5.86127;17.6791;12.5405;15.1479;537.434;560.047;56.6896
16:00;0.536436;26.7894;3.86406;9.97794;7.62264;9.09756;415.772;418.721;40.7453
17:00;0.51516;28.9634;2.38332;10.5706;8.05606;8.46955;452.179;424.687;41.9489
18:00;0.579636;41.7587;3.24782;14.2269;10.9696;12.1136;514.493;441.159;60.3419
19:00;0.720738;42.0111;2.25549;25.3882;20.349;10.605;548.78;462.324;58.2833
20:00;0.868536;41.1539;2.02378;39.7307;33.0564;10.7637;607.777;486.58;57.6716
21:00;1.05057;54.8967;1.29568;49.0808;40.3963;18.4934;746.331;531.199;83.2644
22:00;1.29038;51.2849;1.23583;62.4472;51.7114;21.0719;848.434;583.9;83.6247
23:00;1.68502;47.3999;2.13949;77.1496;63.9666;14.7683;912.311;630.76;70.0578
00:00;1.94465;37.9082;3.35053;83.4242;69.414;5.96516;887.193;689.687;47.0587
