CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.8;40;5;91;65;60;840;132
01:00;5.2;39;4;91;68;37;540;95
02:00;4.3;16;3;74;55;40;;78
03:00;3.4;14;2;63;46;27;430;55
04:00;2.6;11;3;58;41;23;380;47
05:00;1.7;11;2;56;36;28;350;55
06:00;1.7;10;4;55;36;26;380;49
07:00;1.7;12;2;55;35;59;350;102
08:00;3.3;23;3;62;38;86;370;154
09:00;5.8;38;4;116;53;89;530;175
10:00;10.3;32;3;59;27;24;310;68
11:00;1.2;23;4;22;11;8;220;35
12:00;0.7;28;4;27;11;10;320;43
13:00;0.7;18;5;19;7;4;250;25
14:00;0.7;24;5;18;5;7;;35
15:00;0.7;32;13;14;3;9;310;46
16:00;0.7;31;6;15;3;9;340;44
17:00;0.7;27;4;16;3;5;390;34
18:00;0.7;36;2;19;5;6;470;46
19:00;1.2;62;1;34;12;6;440;72
20:00;3.3;34;2;;;4;470;40
21:00;3.4;75;2;45;24;96;1020;221
22:00;5.9;70;2;69;41;100;1170;223
23:00;6.8;58;3;90;59;84;1100;186
