CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;34;1;34;20;9;430;47
01:00;1;13;1;32;18;1;290;14
02:00;2.9;13;1;;;50;620;88
03:00;3.9;15;1;;;44;640;81
04:00;3.1;13;1;;;34;560;64
05:00;2.6;14;1;;;27;450;54
06:00;2.6;22;2;;;60;720;115
07:00;6;36;2;;;139;1440;248
08:00;4.4;35;3;;;85;1130;164
09:00;3.7;32;3;;;57;690;119
10:00;1;26;3;;;12;320;45
11:00;0.9;22;4;;;10;350;36
12:00;0.9;19;3;;;6;440;28
13:00;0.4;12;2;;;3;340;16
14:00;0.4;12;1;10;3;2;430;14
15:00;0.4;;;15;3;;;
16:00;0.4;34;1;11;3;11;;49
17:00;0.4;32;1;15;3;7;360;43
18:00;0.4;41;2;15;3;7;450;51
19:00;0.7;73;3;33;8;15;700;96
20:00;1.8;57;2;63;36;8;630;69
21:00;3.4;43;1;110;78;5;810;51
22:00;2.3;60;2;73;47;33;910;110
23:00;3.9;54;2;90;64;81;1030;176
