CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;36;2;40;27;10;250;51
01:00;24;2;37;25;6;260;32
02:00;11;2;14;6;1;270;13
03:00;12;1;14;7;1;220;15
04:00;14;2;16;9;1;200;16
05:00;20;2;18;11;2;210;23
06:00;24;1;39;28;4;220;30
07:00;35;1;34;21;19;340;64
08:00;;;34;18;;;
09:00;22;2;29;14;7;280;33
10:00;15;1;25;11;4;200;21
11:00;23;5;36;14;5;310;30
12:00;16;5;39;13;3;290;19
13:00;17;8;44;13;2;280;20
14:00;14;6;31;10;2;260;17
15:00;20;6;34;12;2;320;23
16:00;40;5;39;14;6;410;48
17:00;47;2;34;17;7;430;58
18:00;18;3;17;8;3;260;22
19:00;37;4;17;5;8;280;49
20:00;54;3;19;6;10;400;69
21:00;35;2;19;9;3;320;39
22:00;30;2;26;17;4;;37
23:00;28;2;32;22;8;;39
