CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8;26;6;6;570;34
01:00;4.5;30;10;6;390;37
02:00;4.8;29;10;7;420;40
03:00;5.2;31;13;10;500;46
04:00;5.5;25;9;17;;51
05:00;5.4;19;3;19;810;48
06:00;5.3;20;2;28;920;62
07:00;6.7;22;4;47;1270;93
08:00;7.7;22;4;32;1320;71
09:00;7.3;23;7;37;1270;78
10:00;9.6;25;7;35;1140;79
11:00;9.7;24;9;22;1010;58
12:00;22.5;32;21;34;890;83
13:00;26.5;32;18;21;780;63
14:00;17.6;18;6;5;660;25
15:00;6.7;23;4;5;640;30
16:00;7.6;38;5;10;690;53
17:00;7.5;34;5;5;650;41
18:00;7.4;27;4;4;690;32
19:00;6.6;26;5;6;630;34
20:00;8.6;32;7;10;600;48
21:00;9;39;12;14;770;60
22:00;11.3;39;12;13;710;57
23:00;14;32;10;8;690;45
