CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;10.3;49;2;96;58;15;1020;72
01:00;6.2;41;1;55;28;17;770;66
02:00;2.5;53;1;32;15;45;700;122
03:00;0.4;15;1;12;5;3;180;20
04:00;0.4;30;1;15;7;7;190;40
05:00;0.4;22;1;20;8;5;180;29
06:00;0.4;21;1;17;7;15;270;42
07:00;0.4;23;1;18;6;15;270;44
08:00;0.7;21;5;33;7;6;430;30
09:00;2.6;20;15;43;10;7;;30
10:00;0.4;15;11;15;4;5;350;22
11:00;0.4;11;7;14;3;3;340;15
12:00;0.4;10;8;11;3;3;330;14
13:00;0.4;8;8;6;3;2;310;9
14:00;0.4;8;6;5;3;2;310;11
15:00;0.4;10;10;10;3;3;420;14
16:00;0.4;9;7;10;3;2;460;11
17:00;0.4;6;5;3;3;1;320;8
18:00;0.4;14;14;21;3;2;410;18
19:00;0.4;22;9;19;3;3;420;26
20:00;0.4;18;8;18;4;1;620;20
21:00;0.4;14;2;27;15;0;350;14
22:00;0.8;41;2;45;15;8;470;53
23:00;6.3;62;2;84;37;18;1340;89
