CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;33;4;143;102;112;1460;204
01:00;26;3;165;125;83;1870;151
02:00;21;3;156;122;71;2060;130
03:00;21;3;142;109;57;1690;108
04:00;18;3;127;100;49;1460;93
05:00;17;3;120;94;49;1320;91
06:00;19;3;141;104;91;1430;159
07:00;23;3;213;120;124;1700;212
08:00;37;4;161;107;144;2090;256
09:00;61;7;139;96;155;1910;297
10:00;51;14;105;73;49;1090;126
11:00;33;;80;56;13;650;52
12:00;;;86;57;;660;
13:00;;12;54;31;;;
14:00;;;39;22;;370;
15:00;;17;37;21;;350;
16:00;;22;29;14;;390;
17:00;;34;41;19;;610;
18:00;;23;42;18;;500;
19:00;;14;69;35;;530;
20:00;;9;95;61;;660;
21:00;;7;66;44;;510;
22:00;;6;122;79;;990;
23:00;46;5;138;92;198;1390;348
