CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.1;45;2;40;25;76;860;161
01:00;1.4;34;3;47;32;41;760;97
02:00;;10;2;28;19;53;500;90
03:00;;8;2;26;17;33;380;59
04:00;;8;1;24;17;30;370;54
05:00;;6;2;24;17;26;340;46
06:00;;14;1;28;20;36;420;69
07:00;;22;1;30;21;41;470;85
08:00;3.4;25;2;30;21;37;470;81
09:00;3.3;28;6;33;21;30;460;73
10:00;2.5;28;21;29;18;20;360;59
11:00;1.1;19;9;19;9;6;240;29
12:00;1.1;17;7;17;9;5;230;24
13:00;1.6;23;5;35;11;7;250;33
14:00;1.1;16;4;24;9;3;220;20
15:00;1.1;11;5;17;9;2;220;13
16:00;1.1;8;3;13;7;1;200;9
17:00;1.1;14;4;14;7;3;220;18
18:00;1.1;17;6;13;7;3;240;22
19:00;1.1;24;6;15;7;4;280;29
20:00;1.4;16;5;22;10;1;260;17
21:00;2.1;13;3;20;11;2;300;15
22:00;2.8;30;3;34;21;6;380;40
23:00;6.5;53;2;46;29;66;820;154
