CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.3;8;4;22;14;1;210;8
01:00;1.3;5;7;;;0;240;5
02:00;1.2;5;6;;;0;200;5
03:00;1;4;6;;;0;190;4
04:00;1;4;5;;;0;180;5
05:00;0.7;9;5;;;1;210;10
06:00;0.4;21;8;;;3;280;25
07:00;1;33;8;;;6;360;42
08:00;1;32;6;;;5;330;39
09:00;1;42;7;;;15;420;65
10:00;1;17;6;;;5;220;24
11:00;1;12;5;;;4;200;17
12:00;1;8;4;;;2;170;11
13:00;0.7;8;2;;4;3;140;12
14:00;0.4;9;2;13;7;3;180;12
15:00;0.4;12;2;14;8;2;190;15
16:00;0.4;24;3;17;12;5;250;31
17:00;0.4;34;3;26;17;8;320;45
18:00;1;29;8;38;27;6;380;39
19:00;1;27;7;40;27;4;360;34
20:00;1.3;18;6;32;22;2;300;21
21:00;1.3;19;7;42;28;2;340;22
22:00;1.3;16;8;49;35;2;360;18
23:00;1.3;15;6;41;27;1;320;16
