CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7.8;17;4;67;1340;119
01:00;5.2;15;4;34;1120;67
02:00;8.9;18;7;4;1160;23
03:00;3.8;13;7;3;870;18
04:00;4.2;16;8;3;1130;21
05:00;2.9;13;6;3;650;18
06:00;3.1;16;5;5;650;24
07:00;2.6;16;4;7;610;27
08:00;3.4;18;4;8;750;30
09:00;4.5;18;2;10;810;34
10:00;2.8;15;5;10;690;31
11:00;2.1;12;6;8;610;24
12:00;1.8;8;11;6;430;17
13:00;1.5;10;8;4;350;16
14:00;1.3;10;6;2;310;14
15:00;1;7;6;1;250;9
16:00;0.4;5;5;0;210;5
17:00;0.4;7;4;0;240;7
18:00;0.4;23;5;1;320;24
19:00;1.8;56;5;101;790;210
20:00;4;45;5;116;1090;220
21:00;5.5;39;4;87;;171
22:00;7.2;23;4;45;1160;92
23:00;8.1;23;4;89;1440;159
