CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.4;43;31;71;13;2730;62
01:00;11.6;45;28;215;52;;122
02:00;7.9;40;24;184;25;1600;77
03:00;5.8;38;19;147;20;1540;67
04:00;5.9;33;13;151;41;1750;94
05:00;6.4;33;13;151;37;1710;88
06:00;6.4;35;10;153;75;2060;149
07:00;7;40;11;154;191;2940;332
08:00;8;39;14;173;115;2080;214
09:00;6.2;26;19;148;9;1100;39
10:00;4.1;33;28;123;20;1390;62
11:00;8.2;20;19;114;7;700;29
12:00;0.7;20;19;62;7;800;29
13:00;1.3;25;21;86;10;750;39
14:00;2.7;29;19;109;12;1030;47
15:00;2.1;28;22;109;7;900;40
16:00;3.7;22;16;118;4;650;27
17:00;2.1;17;15;65;2;580;19
18:00;1.6;17;14;64;1;960;18
19:00;2.7;22;17;63;3;1020;26
20:00;3.3;25;16;74;4;1190;31
21:00;3.8;34;20;91;9;1150;47
22:00;7.5;31;18;95;6;910;40
23:00;5.2;23;21;63;3;810;27
