CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.7;28;9;211;156;79;2350;148
01:00;2.3;49;13;72;52;12;990;66
02:00;1.9;42;11;70;52;18;930;68
03:00;1.9;34;12;71;54;9;980;47
04:00;1.9;29;11;73;55;13;1000;50
05:00;1.9;;;69;53;;;
06:00;2.1;26;8;74;56;52;1200;104
07:00;2.7;23;8;85;65;66;1290;123
08:00;2.7;26;10;88;68;69;1360;131
09:00;2.5;33;13;76;58;47;1190;104
10:00;2.3;24;24;60;43;13;980;42
11:00;2.3;10;19;23;16;3;360;15
12:00;2.1;11;11;16;10;3;290;16
13:00;1.6;27;13;28;14;6;370;36
14:00;1.5;25;18;29;17;4;370;31
15:00;1.3;19;21;27;18;3;310;23
16:00;1.3;19;24;30;19;2;340;22
17:00;1.3;21;19;39;23;2;360;25
18:00;1;28;19;41;24;3;410;32
19:00;1.2;64;17;80;44;27;830;105
20:00;1.3;72;13;117;62;123;1570;260
21:00;1.8;54;13;183;120;87;1850;187
22:00;2.9;48;10;239;170;109;2530;214
23:00;4.2;37;7;213;153;111;2520;206
