CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;5.50692;37.235;4.87366;101.356;74.7264;25.381;1052.92;1074.85;76.1714
01:00;1.27784;19.107;8.34201;39.74;28.5422;2.62988;456.541;805.789;23.1446
02:00;1.27823;19.5216;8.66786;37.7944;27.4384;3.20202;467.576;696.36;24.438
03:00;1.22134;15.9661;8.19497;40.6022;30.1791;2.36203;507.264;596.56;19.5982
04:00;1.0859;17.758;7.77011;37.2022;27.858;2.08041;487.853;544.71;20.9442
05:00;1.06467;22.254;6.9093;36.4428;26.7804;4.45872;465.864;510.558;29.0973
06:00;1.22267;23.904;7.60977;38.2431;27.5091;9.4391;476.181;485.72;38.379
07:00;1.40349;30.5931;7.27801;41.3292;29.8551;20.0265;578.377;490.465;61.3079
08:00;2.00415;36.2599;6.46818;49.9964;33.7567;60.1761;703.831;517.936;128.606
09:00;2.2578;33.7735;7.45017;55.9969;38.2442;45.935;825.241;564.023;104.24
10:00;1.26689;29.1807;12.5027;47.32;28.496;27.9692;634.54;584.894;72.0903
11:00;1.19866;32.7777;15.988;35.1039;17.9878;27.3886;496.209;583.512;74.7956
12:00;1.15471;21.6302;11.4402;30.5614;16.7336;13.664;462.427;580.334;42.5882
13:00;1.18606;22.5814;6.76226;30.3636;17.5144;13.7918;461.809;579.827;43.7317
14:00;1.26947;26.1406;6.86349;34.5467;20.5622;12.3886;506.807;583.655;45.1516
15:00;1.35837;28.0387;7.06964;38.5553;24.1196;12.5161;514.263;575.641;47.2378
16:00;1.38883;29.4156;6.33888;36.9342;22.7229;11.2019;486.637;548.492;46.5916
17:00;2.26718;42.1939;5.56674;44.9931;26.7427;20.6417;585.726;518.552;73.8668
18:00;4.36621;48.9675;5.59038;79.6686;48.5827;40.6907;761.039;534.365;111.337
19:00;7.68454;52.1893;5.53275;120.422;69.64;103.136;1196.53;621.905;210.407
20:00;8.74364;49.4542;5.97091;142.059;90.3949;91.4799;1459.25;746.508;189.758
21:00;7.20681;50.4878;5.99603;117.739;80.8013;63.287;1308.46;852.339;147.565
22:00;6.17063;48.6056;8.18684;113.831;79.6102;46.6731;1170.87;935.347;120.122
23:00;6.06951;42.6737;7.18564;101.394;73.0756;38.4807;1064.04;1004.07;101.703
