CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;19;28;54;39;4;1040;24
01:00;29;20;78;58;2;660;32
02:00;30;22;85;62;2;720;34
03:00;22;17;62;45;2;530;24
04:00;25;21;70;52;2;970;27
05:00;20;22;61;46;2;780;23
06:00;21;22;58;44;1;830;23
07:00;30;26;61;45;2;810;33
08:00;38;31;;;6;650;47
09:00;30;22;;;11;560;46
10:00;29;27;87;59;13;620;49
11:00;28;35;100;69;18;870;56
12:00;30;33;82;58;16;1050;53
13:00;29;34;75;54;12;1160;47
14:00;24;25;60;45;7;740;35
15:00;22;21;54;40;5;670;29
16:00;23;19;55;41;4;620;29
17:00;26;19;60;45;3;930;31
18:00;25;23;62;46;3;1330;30
19:00;22;25;61;45;3;1000;27
20:00;21;19;57;42;3;1050;27
21:00;21;21;52;38;3;840;26
22:00;19;25;55;41;3;1200;24
23:00;20;27;56;42;3;1050;25
