CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;13;6;4;8;250;49
01:00;41;8;284;260;244;1900;413
02:00;36;6;259;240;221;1580;374
03:00;38;6;257;239;195;1770;335
04:00;37;8;221;206;194;1120;332
05:00;35;6;181;169;136;680;243
06:00;39;6;152;142;160;700;283
07:00;47;6;134;124;247;;424
08:00;52;5;131;121;260;1650;450
09:00;65;8;137;123;369;2650;628
10:00;59;12;92;82;179;960;333
11:00;45;15;21;17;27;230;86
12:00;36;10;11;3;16;210;60
13:00;35;10;18;11;12;210;53
14:00;38;9;21;12;11;230;54
15:00;57;11;37;24;14;340;77
16:00;68;10;61;34;39;570;128
17:00;51;11;28;17;15;270;74
18:00;48;10;28;17;10;230;64
19:00;47;11;15;9;16;230;70
20:00;37;11;7;3;9;210;50
21:00;36;11;8;4;8;260;47
22:00;45;10;7;4;13;310;65
23:00;36;13;8;4;8;230;48
