CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.7;34;4;82;60;880;127
01:00;5.2;30;3;61;52;750;110
02:00;0;15;5;18;4;320;21
03:00;0;17;6;13;5;350;25
04:00;0.2;17;5;14;5;350;25
05:00;0.9;26;5;25;14;480;47
06:00;0.8;38;5;37;30;710;85
07:00;1.1;30;7;29;22;640;63
08:00;1.1;29;10;36;20;550;59
09:00;1.1;29;18;33;18;480;57
10:00;1.1;24;18;17;13;370;43
11:00;0.4;19;13;15;9;390;34
12:00;0;16;12;14;8;310;29
13:00;0;18;16;23;10;370;34
14:00;0;18;8;20;9;340;33
15:00;0;20;8;16;7;390;32
16:00;0;17;4;12;7;360;28
17:00;0;17;5;35;6;360;27
18:00;0;18;6;23;4;370;24
19:00;0.5;17;5;32;5;520;26
20:00;1.4;32;4;40;9;540;47
21:00;1.3;53;4;52;18;660;81
22:00;2.2;53;4;64;50;790;129
23:00;3.4;49;3;84;57;;138
